geo,country_code,nuts_level,year,rail_network_length_km,rail_electrified_km,electrification_share
AL0,AL,1,2017,334.0,0.0,0.0
AL0,AL,1,2018,334.0,0.0,0.0
AL0,AL,1,2019,235.0,0.0,0.0
AL01,AL,2,2017,,0.0,
AL01,AL,2,2018,,0.0,
AL01,AL,2,2019,,0.0,
AL02,AL,2,2017,,0.0,
AL02,AL,2,2018,,0.0,
AL02,AL,2,2019,,0.0,
AL03,AL,2,2017,,0.0,
AL03,AL,2,2018,,0.0,
AL03,AL,2,2019,,0.0,
AT1,AT,1,1990,2472.0,,
AT1,AT,1,1991,2472.0,1041.0,0.4211165048543689
AT1,AT,1,1992,2459.0,1042.0,0.42374949166327774
AT1,AT,1,1993,2458.0,1072.0,0.43612693246541906
AT1,AT,1,1994,2464.0,1078.0,0.4375
AT1,AT,1,1995,2472.0,1158.0,0.4684466019417476
AT1,AT,1,1996,2473.0,1159.0,0.46866154468257176
AT1,AT,1,1997,2473.0,1159.0,0.46866154468257176
AT11,AT,2,1990,175.0,,
AT11,AT,2,1991,175.0,32.0,0.18285714285714286
AT11,AT,2,1992,175.0,32.0,0.18285714285714286
AT11,AT,2,1993,174.0,32.0,0.1839080459770115
AT11,AT,2,1994,174.0,32.0,0.1839080459770115
AT11,AT,2,1995,174.0,32.0,0.1839080459770115
AT11,AT,2,1996,174.0,32.0,0.1839080459770115
AT11,AT,2,1997,174.0,32.0,0.1839080459770115
AT12,AT,2,1990,2120.0,,
AT12,AT,2,1991,2120.0,849.0,0.40047169811320754
AT12,AT,2,1992,2107.0,849.0,0.4029425723777883
AT12,AT,2,1993,2107.0,879.0,0.4171808258186996
AT12,AT,2,1994,2112.0,885.0,0.4190340909090909
AT12,AT,2,1995,2118.0,965.0,0.45561850802644005
AT12,AT,2,1996,2118.0,965.0,0.45561850802644005
AT12,AT,2,1997,2118.0,965.0,0.45561850802644005
AT13,AT,2,1990,177.0,,
AT13,AT,2,1991,177.0,160.0,0.903954802259887
AT13,AT,2,1992,177.0,161.0,0.9096045197740112
AT13,AT,2,1993,177.0,161.0,0.9096045197740112
AT13,AT,2,1994,178.0,161.0,0.9044943820224719
AT13,AT,2,1995,180.0,161.0,0.8944444444444445
AT13,AT,2,1996,180.0,161.0,0.8944444444444445
AT13,AT,2,1997,180.0,161.0,0.8944444444444445
AT2,AT,1,1990,1388.0,,
AT2,AT,1,1991,1387.0,904.0,0.6517664023071377
AT2,AT,1,1992,1387.0,904.0,0.6517664023071377
AT2,AT,1,1993,1385.0,902.0,0.6512635379061372
AT2,AT,1,1994,1385.0,902.0,0.6512635379061372
AT2,AT,1,1995,1384.0,900.0,0.6502890173410405
AT2,AT,1,1996,1384.0,901.0,0.6510115606936416
AT2,AT,1,1997,1384.0,901.0,0.6510115606936416
AT21,AT,2,1990,593.0,,
AT21,AT,2,1991,593.0,349.0,0.5885328836424958
AT21,AT,2,1992,593.0,349.0,0.5885328836424958
AT21,AT,2,1993,593.0,349.0,0.5885328836424958
AT21,AT,2,1994,593.0,349.0,0.5885328836424958
AT21,AT,2,1995,593.0,348.0,0.5868465430016864
AT21,AT,2,1996,593.0,348.0,0.5868465430016864
AT21,AT,2,1997,593.0,348.0,0.5868465430016864
AT22,AT,2,1990,795.0,,
AT22,AT,2,1991,794.0,555.0,0.698992443324937
AT22,AT,2,1992,794.0,555.0,0.698992443324937
AT22,AT,2,1993,792.0,553.0,0.6982323232323232
AT22,AT,2,1994,792.0,553.0,0.6982323232323232
AT22,AT,2,1995,791.0,552.0,0.6978508217446271
AT22,AT,2,1996,791.0,552.0,0.6978508217446271
AT22,AT,2,1997,791.0,552.0,0.6978508217446271
AT3,AT,1,1990,1715.0,,
AT3,AT,1,1991,1714.0,1266.0,0.7386231038506418
AT3,AT,1,1992,1708.0,1266.0,0.7412177985948478
AT3,AT,1,1993,1706.0,1266.0,0.7420867526377491
AT3,AT,1,1994,1735.0,1294.0,0.745821325648415
AT3,AT,1,1995,1763.0,1323.0,0.7504254112308565
AT3,AT,1,1996,1764.0,1324.0,0.7505668934240363
AT3,AT,1,1997,1764.0,1324.0,0.7505668934240363
AT31,AT,2,1990,892.0,,
AT31,AT,2,1991,892.0,519.0,0.5818385650224215
AT31,AT,2,1992,886.0,519.0,0.5857787810383747
AT31,AT,2,1993,884.0,519.0,0.5871040723981901
AT31,AT,2,1994,898.0,533.0,0.5935412026726058
AT31,AT,2,1995,912.0,547.0,0.5997807017543859
AT31,AT,2,1996,912.0,547.0,0.5997807017543859
AT31,AT,2,1997,912.0,547.0,0.5997807017543859
AT32,AT,2,1990,307.0,,
AT32,AT,2,1991,306.0,245.0,0.8006535947712419
AT32,AT,2,1992,306.0,245.0,0.8006535947712419
AT32,AT,2,1993,306.0,245.0,0.8006535947712419
AT32,AT,2,1994,306.0,245.0,0.8006535947712419
AT32,AT,2,1995,306.0,245.0,0.8006535947712419
AT32,AT,2,1996,306.0,245.0,0.8006535947712419
AT32,AT,2,1997,306.0,245.0,0.8006535947712419
AT33,AT,2,1990,408.0,,
AT33,AT,2,1991,408.0,394.0,0.9656862745098039
AT33,AT,2,1992,408.0,394.0,0.9656862745098039
AT33,AT,2,1993,408.0,394.0,0.9656862745098039
AT33,AT,2,1994,423.0,408.0,0.9645390070921985
AT33,AT,2,1995,437.0,423.0,0.9679633867276888
AT33,AT,2,1996,437.0,423.0,0.9679633867276888
AT33,AT,2,1997,437.0,423.0,0.9679633867276888
AT34,AT,2,1990,108.0,,
AT34,AT,2,1991,108.0,108.0,1.0
AT34,AT,2,1992,108.0,108.0,1.0
AT34,AT,2,1993,108.0,108.0,1.0
AT34,AT,2,1994,108.0,108.0,1.0
AT34,AT,2,1995,108.0,108.0,1.0
AT34,AT,2,1996,108.0,108.0,1.0
AT34,AT,2,1997,108.0,108.0,1.0
BA0,BA,1,2019,1018.0,749.0,0.7357563850687623
BA0,BA,1,2020,1018.0,749.0,0.7357563850687623
BA0,BA,1,2021,1018.0,748.0,0.7347740667976425
BA0,BA,1,2022,1018.0,748.0,0.7347740667976425
BA0,BA,1,2023,1025.0,755.0,0.7365853658536585
BA0,BA,1,2024,1025.0,755.0,0.7365853658536585
BE1,BE,1,1990,139.0,139.0,1.0
BE1,BE,1,1991,139.0,139.0,1.0
BE1,BE,1,1992,139.0,139.0,1.0
BE1,BE,1,1993,139.0,139.0,1.0
BE1,BE,1,1994,139.0,139.0,1.0
BE1,BE,1,2008,99.0,,
BE10,BE,2,1990,139.0,139.0,1.0
BE10,BE,2,1991,139.0,139.0,1.0
BE10,BE,2,1992,139.0,139.0,1.0
BE10,BE,2,1993,139.0,139.0,1.0
BE10,BE,2,1994,139.0,139.0,1.0
BE10,BE,2,2008,99.0,,
BE2,BE,1,1990,1686.0,1156.0,0.6856465005931198
BE2,BE,1,1991,1698.0,1155.0,0.6802120141342756
BE2,BE,1,1992,1682.0,1159.0,0.6890606420927468
BE2,BE,1,1993,1671.0,1159.0,0.6935966487133453
BE2,BE,1,1994,1632.0,1160.0,0.7107843137254902
BE2,BE,1,2008,1635.0,,
BE21,BE,2,1990,397.0,265.0,0.6675062972292192
BE21,BE,2,1991,397.0,265.0,0.6675062972292192
BE21,BE,2,1992,389.0,265.0,0.6812339331619537
BE21,BE,2,1993,387.0,265.0,0.6847545219638242
BE21,BE,2,1994,387.0,265.0,0.6847545219638242
BE21,BE,2,2008,245.0,,
BE22,BE,2,1990,234.0,106.0,0.452991452991453
BE22,BE,2,1991,241.0,105.0,0.43568464730290457
BE22,BE,2,1992,230.0,106.0,0.4608695652173913
BE22,BE,2,1993,221.0,106.0,0.4796380090497738
BE22,BE,2,1994,221.0,106.0,0.4796380090497738
BE22,BE,2,2008,271.0,,
BE23,BE,2,1990,474.0,301.0,0.6350210970464135
BE23,BE,2,1991,473.0,301.0,0.6363636363636364
BE23,BE,2,1992,474.0,301.0,0.6350210970464135
BE23,BE,2,1993,474.0,301.0,0.6350210970464135
BE23,BE,2,1994,474.0,301.0,0.6350210970464135
BE23,BE,2,2008,499.0,,
BE24,BE,2,1990,281.0,270.0,0.9608540925266904
BE24,BE,2,1991,281.0,270.0,0.9608540925266904
BE24,BE,2,1992,280.0,270.0,0.9642857142857143
BE24,BE,2,1993,280.0,270.0,0.9642857142857143
BE24,BE,2,1994,241.0,271.0,1.1244813278008299
BE24,BE,2,2008,306.0,,
BE25,BE,2,1990,300.0,214.0,0.7133333333333334
BE25,BE,2,1991,306.0,214.0,0.6993464052287581
BE25,BE,2,1992,309.0,217.0,0.7022653721682848
BE25,BE,2,1993,309.0,217.0,0.7022653721682848
BE25,BE,2,1994,309.0,217.0,0.7022653721682848
BE25,BE,2,2008,315.0,,
BE3,BE,1,1990,1654.0,998.0,0.6033857315598549
BE3,BE,1,1991,1628.0,997.0,0.6124078624078624
BE3,BE,1,1992,1611.0,993.0,0.6163873370577281
BE3,BE,1,1993,1600.0,1064.0,0.665
BE3,BE,1,1994,1585.0,1064.0,0.6712933753943218
BE3,BE,1,2008,1843.0,,
BE31,BE,2,1990,121.0,98.0,0.8099173553719008
BE31,BE,2,1991,123.0,98.0,0.7967479674796748
BE31,BE,2,1992,121.0,98.0,0.8099173553719008
BE31,BE,2,1993,121.0,99.0,0.8181818181818182
BE31,BE,2,1994,120.0,98.0,0.8166666666666667
BE31,BE,2,2008,129.0,,
BE32,BE,2,1990,531.0,398.0,0.7495291902071564
BE32,BE,2,1991,515.0,397.0,0.7708737864077669
BE32,BE,2,1992,515.0,398.0,0.7728155339805826
BE32,BE,2,1993,511.0,404.0,0.7906066536203522
BE32,BE,2,1994,503.0,404.0,0.8031809145129225
BE32,BE,2,2008,646.0,,
BE33,BE,2,1990,409.0,231.0,0.5647921760391198
BE33,BE,2,1991,398.0,232.0,0.5829145728643216
BE33,BE,2,1992,396.0,228.0,0.5757575757575758
BE33,BE,2,1993,388.0,259.0,0.6675257731958762
BE33,BE,2,1994,387.0,260.0,0.6718346253229974
BE33,BE,2,2008,462.0,,
BE34,BE,2,1990,314.0,102.0,0.3248407643312102
BE34,BE,2,1991,314.0,101.0,0.321656050955414
BE34,BE,2,1992,301.0,100.0,0.33222591362126247
BE34,BE,2,1993,301.0,133.0,0.4418604651162791
BE34,BE,2,1994,301.0,133.0,0.4418604651162791
BE34,BE,2,2008,285.0,,
BE35,BE,2,1990,279.0,169.0,0.6057347670250897
BE35,BE,2,1991,278.0,169.0,0.6079136690647482
BE35,BE,2,1992,278.0,169.0,0.6079136690647482
BE35,BE,2,1993,279.0,169.0,0.6057347670250897
BE35,BE,2,1994,274.0,169.0,0.6167883211678832
BE35,BE,2,2008,322.0,,
BG3,BG,1,2004,2556.0,1835.0,0.7179186228482003
BG3,BG,1,2005,2452.0,1848.0,0.7536704730831973
BG3,BG,1,2006,2464.0,1878.0,0.7621753246753247
BG3,BG,1,2007,2461.0,1800.0,0.7314099959366112
BG3,BG,1,2008,2461.0,1821.0,0.7399431125558716
BG3,BG,1,2009,2467.0,1827.0,0.7405755978921768
BG3,BG,1,2010,2423.0,1800.0,0.7428807263722658
BG3,BG,1,2011,2411.0,1800.0,0.7465781833264206
BG3,BG,1,2012,2409.0,1800.0,0.7471980074719801
BG3,BG,1,2013,2381.0,1797.0,0.75472490550189
BG3,BG,1,2014,2383.0,1797.0,0.7540914813260596
BG3,BG,1,2015,2383.0,1796.0,0.7536718422156945
BG3,BG,1,2016,2383.0,1806.0,0.7578682333193454
BG3,BG,1,2017,2384.0,1807.0,0.7579697986577181
BG3,BG,1,2018,2384.0,1807.0,0.7579697986577181
BG3,BG,1,2019,2384.0,1807.0,0.7579697986577181
BG3,BG,1,2020,2384.0,1808.0,0.7583892617449665
BG3,BG,1,2021,2386.0,1850.0,0.7753562447611064
BG3,BG,1,2022,2387.0,1851.0,0.7754503560955174
BG3,BG,1,2023,2387.0,1851.0,0.7754503560955174
BG3,BG,1,2024,2387.0,1851.0,0.7754503560955174
BG31,BG,2,2004,752.0,426.0,0.5664893617021277
BG31,BG,2,2005,649.0,426.0,0.6563944530046225
BG31,BG,2,2006,649.0,426.0,0.6563944530046225
BG31,BG,2,2007,648.0,426.0,0.6574074074074074
BG31,BG,2,2008,648.0,423.0,0.6527777777777778
BG31,BG,2,2009,655.0,430.0,0.6564885496183206
BG31,BG,2,2010,644.0,432.0,0.6708074534161491
BG31,BG,2,2011,642.0,431.0,0.6713395638629284
BG31,BG,2,2012,642.0,432.0,0.6728971962616822
BG31,BG,2,2013,648.0,444.0,0.6851851851851852
BG31,BG,2,2014,648.0,444.0,0.6851851851851852
BG31,BG,2,2015,648.0,443.0,0.683641975308642
BG31,BG,2,2016,648.0,443.0,0.683641975308642
BG31,BG,2,2017,648.0,444.0,0.6851851851851852
BG31,BG,2,2018,648.0,444.0,0.6851851851851852
BG31,BG,2,2019,648.0,444.0,0.6851851851851852
BG31,BG,2,2020,648.0,444.0,0.6851851851851852
BG31,BG,2,2021,648.0,443.0,0.683641975308642
BG31,BG,2,2022,648.0,444.0,0.6851851851851852
BG31,BG,2,2023,649.0,444.0,0.6841294298921418
BG31,BG,2,2024,649.0,444.0,0.6841294298921418
BG32,BG,2,2004,615.0,432.0,0.7024390243902439
BG32,BG,2,2005,614.0,432.0,0.7035830618892508
BG32,BG,2,2006,620.0,513.0,0.8274193548387097
BG32,BG,2,2007,620.0,438.0,0.7064516129032258
BG32,BG,2,2008,620.0,435.0,0.7016129032258065
BG32,BG,2,2009,619.0,434.0,0.7011308562197092
BG32,BG,2,2010,631.0,437.0,0.6925515055467512
BG32,BG,2,2011,627.0,438.0,0.6985645933014354
BG32,BG,2,2012,627.0,437.0,0.696969696969697
BG32,BG,2,2013,627.0,436.0,0.6953748006379585
BG32,BG,2,2014,627.0,436.0,0.6953748006379585
BG32,BG,2,2015,627.0,436.0,0.6953748006379585
BG32,BG,2,2016,627.0,436.0,0.6953748006379585
BG32,BG,2,2017,627.0,436.0,0.6953748006379585
BG32,BG,2,2018,627.0,436.0,0.6953748006379585
BG32,BG,2,2019,627.0,436.0,0.6953748006379585
BG32,BG,2,2020,627.0,436.0,0.6953748006379585
BG32,BG,2,2021,627.0,431.0,0.6874003189792663
BG32,BG,2,2022,627.0,431.0,0.6874003189792663
BG32,BG,2,2023,626.0,431.0,0.6884984025559105
BG32,BG,2,2024,626.0,431.0,0.6884984025559105
BG33,BG,2,2004,520.0,400.0,0.7692307692307693
BG33,BG,2,2005,520.0,400.0,0.7692307692307693
BG33,BG,2,2006,490.0,387.0,0.789795918367347
BG33,BG,2,2007,490.0,387.0,0.789795918367347
BG33,BG,2,2008,488.0,386.0,0.7909836065573771
BG33,BG,2,2009,488.0,386.0,0.7909836065573771
BG33,BG,2,2010,478.0,375.0,0.7845188284518828
BG33,BG,2,2011,478.0,375.0,0.7845188284518828
BG33,BG,2,2012,478.0,375.0,0.7845188284518828
BG33,BG,2,2013,482.0,361.0,0.7489626556016598
BG33,BG,2,2014,484.0,361.0,0.7458677685950413
BG33,BG,2,2015,484.0,361.0,0.7458677685950413
BG33,BG,2,2016,484.0,369.0,0.762396694214876
BG33,BG,2,2017,484.0,369.0,0.762396694214876
BG33,BG,2,2018,484.0,369.0,0.762396694214876
BG33,BG,2,2019,484.0,369.0,0.762396694214876
BG33,BG,2,2020,484.0,369.0,0.762396694214876
BG33,BG,2,2021,486.0,372.0,0.7654320987654321
BG33,BG,2,2022,486.0,372.0,0.7654320987654321
BG33,BG,2,2023,486.0,372.0,0.7654320987654321
BG33,BG,2,2024,486.0,372.0,0.7654320987654321
BG34,BG,2,2004,669.0,577.0,0.8624813153961136
BG34,BG,2,2005,669.0,590.0,0.8819133034379671
BG34,BG,2,2006,705.0,552.0,0.7829787234042553
BG34,BG,2,2007,703.0,549.0,0.7809388335704125
BG34,BG,2,2008,705.0,577.0,0.8184397163120567
BG34,BG,2,2009,705.0,577.0,0.8184397163120567
BG34,BG,2,2010,670.0,556.0,0.8298507462686567
BG34,BG,2,2011,664.0,556.0,0.8373493975903614
BG34,BG,2,2012,662.0,556.0,0.8398791540785498
BG34,BG,2,2013,624.0,556.0,0.8910256410256411
BG34,BG,2,2014,624.0,556.0,0.8910256410256411
BG34,BG,2,2015,624.0,556.0,0.8910256410256411
BG34,BG,2,2016,624.0,558.0,0.8942307692307693
BG34,BG,2,2017,625.0,558.0,0.8928
BG34,BG,2,2018,625.0,558.0,0.8928
BG34,BG,2,2019,625.0,558.0,0.8928
BG34,BG,2,2020,625.0,559.0,0.8944
BG34,BG,2,2021,625.0,604.0,0.9664
BG34,BG,2,2022,626.0,604.0,0.9648562300319489
BG34,BG,2,2023,626.0,604.0,0.9648562300319489
BG34,BG,2,2024,626.0,604.0,0.9648562300319489
BG4,BG,1,2004,1703.0,1019.0,0.5983558426306518
BG4,BG,1,2005,1702.0,1032.0,0.6063454759106933
BG4,BG,1,2006,1682.0,1034.0,0.6147443519619501
BG4,BG,1,2007,1682.0,1006.0,0.5980975029726516
BG4,BG,1,2008,1683.0,1006.0,0.5977421271538919
BG4,BG,1,2009,1683.0,1006.0,0.5977421271538919
BG4,BG,1,2010,1675.0,985.0,0.5880597014925373
BG4,BG,1,2011,1661.0,1062.0,0.6393738711619507
BG4,BG,1,2012,1661.0,1063.0,0.6399759181216135
BG4,BG,1,2013,1651.0,1072.0,0.6493034524530588
BG4,BG,1,2014,1640.0,1064.0,0.6487804878048781
BG4,BG,1,2015,1636.0,1062.0,0.6491442542787286
BG4,BG,1,2016,1646.0,1063.0,0.6458080194410692
BG4,BG,1,2017,1646.0,1063.0,0.6458080194410692
BG4,BG,1,2018,1646.0,1063.0,0.6458080194410692
BG4,BG,1,2019,1646.0,1063.0,0.6458080194410692
BG4,BG,1,2020,1645.0,1063.0,0.6462006079027356
BG4,BG,1,2021,1645.0,1151.0,0.6996960486322188
BG4,BG,1,2022,1642.0,1154.0,0.702801461632156
BG4,BG,1,2023,1642.0,1150.0,0.7003654080389768
BG4,BG,1,2024,1638.0,1150.0,0.702075702075702
BG41,BG,2,2004,902.0,684.0,0.7583148558758315
BG41,BG,2,2005,901.0,697.0,0.7735849056603774
BG41,BG,2,2006,899.0,710.0,0.7897664071190211
BG41,BG,2,2007,899.0,682.0,0.7586206896551724
BG41,BG,2,2008,899.0,682.0,0.7586206896551724
BG41,BG,2,2009,900.0,682.0,0.7577777777777778
BG41,BG,2,2010,899.0,669.0,0.7441601779755284
BG41,BG,2,2011,885.0,676.0,0.7638418079096045
BG41,BG,2,2012,885.0,676.0,0.7638418079096045
BG41,BG,2,2013,877.0,669.0,0.7628278221208666
BG41,BG,2,2014,866.0,661.0,0.7632794457274826
BG41,BG,2,2015,864.0,660.0,0.7638888888888888
BG41,BG,2,2016,864.0,660.0,0.7638888888888888
BG41,BG,2,2017,864.0,660.0,0.7638888888888888
BG41,BG,2,2018,864.0,660.0,0.7638888888888888
BG41,BG,2,2019,864.0,660.0,0.7638888888888888
BG41,BG,2,2020,863.0,660.0,0.764774044032445
BG41,BG,2,2021,863.0,660.0,0.764774044032445
BG41,BG,2,2022,860.0,662.0,0.7697674418604651
BG41,BG,2,2023,860.0,658.0,0.7651162790697674
BG41,BG,2,2024,856.0,658.0,0.7686915887850467
BG42,BG,2,2004,801.0,335.0,0.418227215980025
BG42,BG,2,2005,801.0,335.0,0.418227215980025
BG42,BG,2,2006,783.0,324.0,0.41379310344827586
BG42,BG,2,2007,783.0,324.0,0.41379310344827586
BG42,BG,2,2008,784.0,324.0,0.413265306122449
BG42,BG,2,2009,783.0,324.0,0.41379310344827586
BG42,BG,2,2010,776.0,316.0,0.4072164948453608
BG42,BG,2,2011,776.0,386.0,0.49742268041237114
BG42,BG,2,2012,776.0,387.0,0.49871134020618557
BG42,BG,2,2013,774.0,403.0,0.520671834625323
BG42,BG,2,2014,774.0,403.0,0.520671834625323
BG42,BG,2,2015,772.0,402.0,0.5207253886010362
BG42,BG,2,2016,782.0,403.0,0.5153452685421995
BG42,BG,2,2017,782.0,403.0,0.5153452685421995
BG42,BG,2,2018,782.0,403.0,0.5153452685421995
BG42,BG,2,2019,782.0,403.0,0.5153452685421995
BG42,BG,2,2020,782.0,403.0,0.5153452685421995
BG42,BG,2,2021,782.0,491.0,0.6278772378516624
BG42,BG,2,2022,782.0,492.0,0.629156010230179
BG42,BG,2,2023,782.0,492.0,0.629156010230179
BG42,BG,2,2024,782.0,492.0,0.629156010230179
CH0,CH,1,1990,5049.0,,
CH0,CH,1,1991,5048.0,,
CH0,CH,1,1992,5048.0,,
CH0,CH,1,1993,5048.0,,
CH0,CH,1,1994,5048.0,,
CH0,CH,1,1995,5059.0,,
CH0,CH,1,1996,5059.0,5011.0,0.9905119588851552
CH0,CH,1,1997,5068.0,5013.0,0.989147592738753
CH0,CH,1,1998,5014.0,,
CH0,CH,1,1999,5034.0,,
CH0,CH,1,2000,5032.0,,
CH0,CH,1,2001,5025.0,,
CH0,CH,1,2002,5021.0,,
CH0,CH,1,2003,5007.0,,
CH0,CH,1,2004,5041.0,,
CH0,CH,1,2005,5040.0,,
CH0,CH,1,2006,5043.0,,
CH0,CH,1,2007,5085.0,,
CH0,CH,1,2010,5124.0,,
CPC1,CP,2,2000,,,
CPC1,CP,2,2001,,,
CPC1,CP,2,2002,,,
CPC1,CP,2,2003,,,
CPC1,CP,2,2004,,,
CPC1,CP,2,2005,,,
CPC1,CP,2,2006,,,
CPC1,CP,2,2007,,,
CPC1,CP,2,2008,,,
CPC1,CP,2,2009,,,
CPC1,CP,2,2010,,,
CPC1,CP,2,2011,,,
CPC1,CP,2,2012,,,
CPC1,CP,2,2013,,,
CPC1,CP,2,2014,,,
CPC1,CP,2,2015,,,
CPC1,CP,2,2016,,,
CPC1,CP,2,2017,,,
CPC1,CP,2,2018,,,
CPC1,CP,2,2019,,,
CPC1,CP,2,2020,,,
CPC1,CP,2,2021,,,
CPC1,CP,2,2022,,,
CPC1,CP,2,2023,,,
CPC1,CP,2,2024,,,
CZ0,CZ,1,1990,9451.0,2579.0,0.27288117659506933
CZ0,CZ,1,1991,9454.0,2597.0,0.27469854030040197
CZ0,CZ,1,1992,9439.0,2593.0,0.27471130416357664
CZ0,CZ,1,1993,9441.0,2706.0,0.28662217985382904
CZ0,CZ,1,1994,9431.0,2640.0,0.27992789735977097
CZ0,CZ,1,1995,9430.0,2640.0,0.2799575821845175
CZ0,CZ,1,1996,9430.0,2743.0,0.29088016967126196
CZ0,CZ,1,1997,9430.0,2859.0,0.3031813361611877
CZ0,CZ,1,1998,9430.0,2859.0,0.3031813361611877
CZ0,CZ,1,1999,9444.0,2843.0,0.30103769589157137
CZ0,CZ,1,2000,9444.0,2843.0,0.30103769589157137
CZ0,CZ,1,2001,9523.0,2893.0,0.3037908222198887
CZ0,CZ,1,2002,9600.0,2926.0,0.3047916666666667
CZ0,CZ,1,2003,9602.0,2943.0,0.3064986461153926
CZ0,CZ,1,2004,9612.0,2982.0,0.31023720349563044
CZ0,CZ,1,2005,9614.0,2997.0,0.3117328895360932
CZ0,CZ,1,2006,9597.0,3041.0,0.3168698551630718
CZ0,CZ,1,2007,9588.0,3060.0,0.3191489361702128
CZ0,CZ,1,2008,9588.0,3079.0,0.3211305798915311
CZ0,CZ,1,2009,9578.0,3153.0,0.3291918980998121
CZ0,CZ,1,2010,9568.0,3210.0,0.3354933110367893
CZ0,CZ,1,2011,9572.0,3208.0,0.33514417049728373
CZ0,CZ,1,2012,9570.0,3217.0,0.3361546499477534
CZ0,CZ,1,2013,9560.0,3216.0,0.3364016736401674
CZ0,CZ,1,2014,9560.0,3216.0,0.3364016736401674
CZ0,CZ,1,2015,9566.0,3218.0,0.33639974911143633
CZ0,CZ,1,2016,9562.0,3217.0,0.3364358920727881
CZ0,CZ,1,2017,9567.0,3237.0,0.33835058011915964
CZ0,CZ,1,2018,9572.0,3235.0,0.33796489761805265
CZ0,CZ,1,2019,9562.0,3236.0,0.3384229240744614
CZ0,CZ,1,2020,9542.0,3241.0,0.33965625654998954
CZ0,CZ,1,2021,9523.0,3239.0,0.34012391053239527
CZ0,CZ,1,2022,9521.0,3239.0,0.340195357630501
CZ0,CZ,1,2023,9514.0,3277.0,0.34443977296615513
CZ0,CZ,1,2024,9514.0,3277.0,0.34443977296615513
CZ01,CZ,2,1999,184.0,,
CZ01,CZ,2,2000,184.0,,
CZ01,CZ,2,2001,186.0,,
CZ01,CZ,2,2002,191.0,,
CZ01,CZ,2,2003,250.0,,
CZ01,CZ,2,2004,240.0,,
CZ01,CZ,2,2005,246.0,,
CZ01,CZ,2,2006,245.0,,
CZ01,CZ,2,2007,243.0,,
CZ01,CZ,2,2008,246.0,158.0,0.6422764227642277
CZ01,CZ,2,2009,248.0,158.0,0.6370967741935484
CZ01,CZ,2,2010,248.0,168.0,0.6774193548387096
CZ01,CZ,2,2011,248.0,168.0,0.6774193548387096
CZ01,CZ,2,2012,248.0,168.0,0.6774193548387096
CZ01,CZ,2,2013,244.0,165.0,0.6762295081967213
CZ01,CZ,2,2014,241.0,162.0,0.6721991701244814
CZ01,CZ,2,2015,241.0,161.0,0.6680497925311203
CZ01,CZ,2,2016,236.0,160.0,0.6779661016949152
CZ01,CZ,2,2017,236.0,160.0,0.6779661016949152
CZ01,CZ,2,2018,245.0,165.0,0.673469387755102
CZ01,CZ,2,2019,245.0,166.0,0.6775510204081633
CZ01,CZ,2,2020,243.0,164.0,0.6748971193415638
CZ01,CZ,2,2021,211.0,147.0,0.6966824644549763
CZ01,CZ,2,2022,211.0,148.0,0.7014218009478673
CZ01,CZ,2,2023,210.0,146.0,0.6952380952380952
CZ01,CZ,2,2024,210.0,146.0,0.6952380952380952
CZ02,CZ,2,1999,1390.0,,
CZ02,CZ,2,2000,1390.0,,
CZ02,CZ,2,2001,1393.0,,
CZ02,CZ,2,2002,1399.0,,
CZ02,CZ,2,2003,1230.0,,
CZ02,CZ,2,2004,1247.0,,
CZ02,CZ,2,2005,1279.0,,
CZ02,CZ,2,2006,1278.0,,
CZ02,CZ,2,2007,1277.0,,
CZ02,CZ,2,2008,1279.0,373.0,0.29163408913213446
CZ02,CZ,2,2009,1278.0,373.0,0.2918622848200313
CZ02,CZ,2,2010,1278.0,367.0,0.2871674491392801
CZ02,CZ,2,2011,1278.0,367.0,0.2871674491392801
CZ02,CZ,2,2012,1277.0,366.0,0.28660924040720437
CZ02,CZ,2,2013,1281.0,371.0,0.2896174863387978
CZ02,CZ,2,2014,1287.0,374.0,0.2905982905982906
CZ02,CZ,2,2015,1289.0,373.0,0.28937160589604344
CZ02,CZ,2,2016,1289.0,373.0,0.28937160589604344
CZ02,CZ,2,2017,1289.0,374.0,0.29014740108611325
CZ02,CZ,2,2018,1288.0,373.0,0.28959627329192544
CZ02,CZ,2,2019,1287.0,374.0,0.2905982905982906
CZ02,CZ,2,2020,1297.0,374.0,0.28835774865073244
CZ02,CZ,2,2021,1459.0,423.0,0.28992460589444824
CZ02,CZ,2,2022,1450.0,414.0,0.28551724137931034
CZ02,CZ,2,2023,1452.0,416.0,0.2865013774104683
CZ02,CZ,2,2024,1452.0,416.0,0.2865013774104683
CZ03,CZ,2,1999,1689.0,,
CZ03,CZ,2,2000,1689.0,,
CZ03,CZ,2,2001,1667.0,,
CZ03,CZ,2,2002,1678.0,,
CZ03,CZ,2,2003,1662.0,,
CZ03,CZ,2,2004,1662.0,,
CZ03,CZ,2,2005,1663.0,,
CZ03,CZ,2,2006,1662.0,,
CZ03,CZ,2,2007,1661.0,,
CZ03,CZ,2,2008,1689.0,569.0,0.33688573120189463
CZ03,CZ,2,2009,1690.0,605.0,0.35798816568047337
CZ03,CZ,2,2010,1691.0,620.0,0.3666469544648137
CZ03,CZ,2,2011,1692.0,621.0,0.3670212765957447
CZ03,CZ,2,2012,1692.0,622.0,0.367612293144208
