geo,target,feature,kind,pearson_r,p_pearson,spearman_r,p_spearman,n
EL,rail_investment_pct_gdp,rail_track_length_km,delta,-0.33741324639450104,0.32058310368789317,-0.19025134971060223,0.585925985153469,11
EE,rail_investment_pct_gdp,homicide_rate,delta,-0.3363459781488695,0.14903469392759092,-0.2945918237542251,0.2106713561949026,20
LV,rail_investment_pct_gdp,rail_vehicle_km,delta,-0.3361641256264817,0.17553835354638822,-0.2686298037451606,0.2861673074043943,18
FI,rail_investment_pct_gdp,rail_passenger_km,level,-0.3358231668931117,0.0694597598840692,-0.4176409636327741,0.02081019136465401,30
IT,rail_investment_pct_gdp,ppp_factor,delta,0.33489223133103113,0.11043496139247971,0.3947621297192343,0.055760971723805106,24
AT,rail_investment_pct_gdp,birth_rate,level,-0.33424680277177515,0.228540399082848,-0.1835940368678655,0.520041008636573,15
TR,rail_investment_pct_gdp,gdp_pps,delta,0.33401570093258315,0.12033758575652193,0.3091478935480448,0.15291572811617662,23
ES,rail_investment_pct_gdp,gov_debt_pct_gdp,level,-0.33366229653474117,0.07688172704505829,-0.5002780098133639,0.005065900123473589,29
BE,rail_investment_pct_gdp,gdp_current_usd,delta,-0.3336228041990647,0.1119042002877251,-0.21988460910286775,0.30566272689097,24
RS,rail_investment_pct_gdp,price_level_index,delta,0.3328177015693823,0.2992789707152095,0.3081763258101451,0.3392807715768578,12
LT,rail_investment_pct_gdp,gov_expenditure_pct_gdp,level,-0.33238392259932503,0.08407262717420047,-0.24864200449473964,0.20414731777053022,28
BE,rail_investment_pct_gdp,gov_debt_pct_gdp,delta,-0.3319650974859071,0.12282011629133459,-0.46570688322734693,0.02403781837300478,23
IT,rail_investment_pct_gdp,rail_locomotives,level,0.331191810101191,0.1064660423591685,0.5543320758227726,0.003392924362240816,25
CH,rail_investment_pct_gdp,co2_per_capita,delta,-0.3304828766695588,0.2547739624858539,-0.4662341599097002,0.09379364351134442,14
CZ,rail_investment_pct_gdp,rail_vehicle_km,level,0.3304281899406236,0.18364038834419955,0.48936529535020623,0.03817980182303607,18
SE,rail_investment_pct_gdp,rail_electrified_km,delta,0.3295625030887286,0.06524974572558222,0.1805309215018889,0.3256261911797919,32
SK,rail_investment_pct_gdp,health_spend_pct_gdp,delta,0.32939066615569057,0.13586338953186938,0.20150792729438968,0.37317618984973466,22
SI,rail_investment_pct_gdp,rail_fatalities,delta,-0.329194811006057,0.15860092722843058,-0.26415400619013163,0.2646003915471228,20
TR,rail_investment_pct_gdp,rail_electrified_km,delta,0.32863927152102007,0.11780764532414842,0.39603882462071677,0.0548788917445115,24
NO,rail_investment_pct_gdp,cars_per_1000_inhabitants,delta,0.32823278797128197,0.12743096578837929,0.39791479302701815,0.05962925233243385,23
LV,rail_investment_pct_gdp,arope_rate_pct,level,0.32821501654550583,0.21912158356259756,0.6375670534067305,0.006551616182884206,16
AT,rail_investment_pct_gdp,pop_growth_rate,level,0.32761574534874205,0.23866451148990211,0.33386247640970407,0.22912004626706237,15
SK,rail_investment_pct_gdp,passenger_modal_split_rail_pct,level,0.32694878761501606,0.10357925760780218,-0.09635873952042698,0.6429640464310358,26
NO,rail_investment_pct_gdp,rail_track_length_km,level,0.32621473257046124,0.12075858037328262,0.2235331288762201,0.2974351574723857,24
ES,rail_investment_pct_gdp,urban_population_pct,delta,-0.32594291529149644,0.0845441749818535,0.12036422787381161,0.5374131994633661,29
PL,rail_investment_pct_gdp,freight_modal_split_rail_pct,delta,-0.32530284609653715,0.1769310936216545,-0.10041595172730972,0.6869319852465857,19
PL,rail_investment_pct_gdp,compensation_employees_meur,delta,-0.325199973912354,0.13126624535927037,-0.3542647245125686,0.0977043392266435,23
DK,rail_investment_pct_gdp,material_deprivation_pct,delta,-0.32453325716266757,0.34092068980254325,-0.1671028797955347,0.6332818404759657,11
CZ,rail_investment_pct_gdp,population_density,delta,-0.32354084708901976,0.08704139584027056,-0.2597911280402452,0.17517879900121747,29
EL,rail_investment_pct_gdp,gov_debt_pct_gdp,delta,0.32351263903505306,0.3746361808515082,0.28258726873800194,0.4421494068207845,10
NO,rail_investment_pct_gdp,imports_pct_gdp,delta,-0.3220131911394071,0.11732746816168137,-0.48171573416395375,0.013759493604025628,25
SI,rail_investment_pct_gdp,freight_modal_split_rail_pct,delta,-0.3220107592548714,0.18169460974113114,-0.31725071861858,0.18872888774984695,19
HR,rail_investment_pct_gdp,price_level_index,level,-0.32179525534635856,0.0829734173890964,-0.22345371781887577,0.2375927139651326,30
LT,rail_investment_pct_gdp,rail_freight_tonne_km,delta,0.32167875837895404,0.10227978341083431,0.41509976440011764,0.03045218532306415,27
EE,rail_investment_pct_gdp,arope_rate_pct,level,0.32110247966694383,0.2925033358191642,0.02577505186888651,0.9350237060061466,13
FI,rail_investment_pct_gdp,fertility_rate,level,0.32065126671601496,0.06423091139731178,0.4019735478722593,0.017698268897684066,34
BG,rail_investment_pct_gdp,health_spend_pct_gdp,level,-0.32049971578549263,0.27055045786525167,-0.207725663067314,0.4844756796727143,14
EL,rail_investment_pct_gdp,rail_network_length_km,delta,-0.3203699093265223,0.34762526981825886,-0.3791349811373504,0.25903238538102424,11
DE,rail_investment_pct_gdp,imports_pct_gdp,delta,-0.3202133614394135,0.2143106130653608,-0.3125473929177818,0.22630760540731695,17
LV,rail_investment_pct_gdp,rail_network_length_km,delta,-0.31995621260272283,0.08488211476950472,0.16034412371628315,0.40067009553419425,30
NO,rail_investment_pct_gdp,gdp_per_capita_eur,delta,0.3199297549591607,0.1198994517780292,0.6389643545904758,0.00038826897391879494,25
FI,rail_investment_pct_gdp,gov_deficit_pct_gdp,level,-0.3197744106952611,0.08507257825055112,-0.2809457413061456,0.13356941455604068,30
DK,rail_investment_pct_gdp,pop_growth_rate,level,-0.31972535715583184,0.1597949568533953,-0.17144106053378744,0.4625725278603077,21
FR,rail_investment_pct_gdp,rail_passengers,level,-0.3195884190607882,0.32043424124241277,-0.30452028314534674,0.3454338002194726,12
BE,rail_investment_pct_gdp,gva_total_meur,delta,-0.3195055314281244,0.13868445737315666,-0.38735662633010964,0.06759451262478793,23
DE,rail_investment_pct_gdp,rail_passenger_km,delta,0.31949495622583995,0.2721681494573767,0.3032888179181538,0.2990094072491708,14
CZ,rail_investment_pct_gdp,rail_freight_tonnes,level,-0.3194742065313158,0.16014777202458788,-0.23742865141998518,0.30445810505664084,21
AT,rail_investment_pct_gdp,gov_expenditure_pct_gdp,level,0.3194564507246486,0.2514800086636575,0.18243056250653206,0.5227499900539754,15
LT,rail_investment_pct_gdp,pop_growth_rate,level,-0.3193255256889807,0.0980301561395446,-0.15850943926277716,0.4241241668795764,28
NO,rail_investment_pct_gdp,inflation_pct,level,-0.31913467090084646,0.12089151501370075,-0.32295381193770895,0.11617932266680753,25
CH,rail_investment_pct_gdp,gov_debt_pct_gdp,delta,-0.3183432109359858,0.27402919005716553,-0.3195543835830484,0.27207231817306077,14
DE,rail_investment_pct_gdp,birth_rate,delta,-0.3183101218388164,0.2172514216718542,-0.5982004588547547,0.00979407151262473,17
ES,rail_investment_pct_gdp,rail_network_length_km,delta,-0.31784298546322604,0.09318497289436015,-0.3223789757398036,0.08826888506845632,29
FI,rail_investment_pct_gdp,co2_per_capita,level,0.3172299513513656,0.06734458970474859,0.3987967620893201,0.018732769255765606,34
ES,rail_investment_pct_gdp,rail_electrified_km,delta,-0.3164855874475563,0.09469490782068585,-0.06150862090506796,0.7534981906944013,29
BE,rail_investment_pct_gdp,gini_coefficient,delta,0.31638546407774454,0.25640565124924325,0.22363562374322005,0.43068885762278286,15
EE,rail_investment_pct_gdp,rail_passenger_km,level,-0.3163709389279892,0.14289007460057124,-0.4266135550830732,0.04153259387099932,23
EE,rail_investment_pct_gdp,ppp_factor,delta,0.3157655788496863,0.1541329203556398,0.18270918434149672,0.42055726742356037,22
IT,rail_investment_pct_gdp,rail_wagons,delta,-0.3154409782200393,0.4652394963879511,-0.18333468700295374,0.678407843601555,8
EE,rail_investment_pct_gdp,material_deprivation_pct,delta,0.31531684188177955,0.30193691333545924,0.15543756016551044,0.6202092794551108,13
NL,rail_investment_pct_gdp,life_expectancy_years,level,-0.315218850120096,0.3275856181963399,-0.3351176434227416,0.29567792259052944,12
MK,rail_investment_pct_gdp,suicide_rate,level,0.3147782991311579,0.4662455244668236,0.20189514634264605,0.6471394139576715,8
ES,rail_investment_pct_gdp,homicide_rate,delta,0.3145389341476417,0.10355162559951402,0.1699461327006639,0.3908615594336944,28
NO,rail_investment_pct_gdp,ppp_factor,delta,-0.3144516299196072,0.13582316533495697,-0.23648198707986504,0.2693311243258404,24
LT,rail_investment_pct_gdp,unemployment_rate_pct,delta,-0.3144089643143081,0.1673758719346501,-0.3224442100217447,0.15600908920290182,21
