geo,target,feature,kind,pearson_r,p_pearson,spearman_r,p_spearman,n
ES,rail_investment_per_network_km,fertility_rate,delta,-0.12864563186538203,0.5262479268670082,-0.014796574770796107,0.942209252035576,27
CZ,rail_investment_per_network_km,gdp_current_meur,delta,0.12848524729674338,0.5100305752778367,-0.17974903274163245,0.35412864291814666,29
HU,rail_investment_per_network_km,homicide_rate,delta,0.12841406964996055,0.5185157858865921,-0.25410982030169177,0.19394142721952992,28
TR,rail_investment_per_network_km,gni_per_capita_usd,delta,0.1281444218362069,0.5743500888191868,0.01449165965009456,0.9496294594503575,22
IT,rail_investment_per_network_km,life_expectancy_years,delta,-0.127493376914551,0.5763176681940929,0.04762045895027387,0.8354398803335973,22
LT,rail_investment_per_network_km,rail_employees,delta,-0.1270801742497054,0.6450247772175284,-0.12595861451592455,0.6479764414339317,16
SK,rail_investment_per_network_km,gva_total_meur,delta,-0.1259992140014139,0.5615869633631168,0.11144402189616771,0.6080696660425323,24
HR,rail_investment_per_network_km,net_earnings_eur,delta,0.12592112658791574,0.7202989533541476,0.3127297291389618,0.3600923881551966,11
HR,rail_investment_per_network_km,rail_freight_tonne_km,delta,0.12491364927250878,0.5219897365788779,0.10687489830666484,0.5843468502007307,29
PL,rail_investment_per_network_km,fdi_pct_gdp,delta,0.12485078841172512,0.5843331229304908,0.3830364342518988,0.07852490058541735,22
BE,rail_investment_per_network_km,imports_pct_gdp,delta,0.12451010321424409,0.5954138638771317,0.02156938727520228,0.9270751599971222,21
EE,rail_investment_per_network_km,fdi_pct_gdp,delta,0.12447455757377582,0.6279593307082486,-0.15753502873867095,0.5383867809329633,18
IT,rail_investment_per_network_km,rail_gross_tonne_km,delta,0.12355877317454249,0.7424695449657224,-0.04583119298187656,0.9034194047064518,10
IT,rail_investment_per_network_km,passenger_modal_split_rail_pct,delta,-0.12332714495232562,0.5889755991645192,-0.0009376493567137593,0.9967389591423282,22
CH,rail_investment_per_network_km,gini_coefficient,delta,0.12240830099789105,0.7278642774709948,0.27319437205174435,0.42786886064490987,11
BG,rail_investment_per_network_km,compensation_employees_meur,delta,0.12226756552378686,0.6975808322598209,0.01856398784294458,0.9531821152826614,13
FI,rail_investment_per_network_km,rail_employees,delta,0.12192803438500387,0.646597523545051,0.19807662021960154,0.45261518511575805,17
BG,rail_investment_per_network_km,gni_per_capita_usd,delta,0.12183523395809567,0.6986079086520636,0.33686085502304813,0.26763385820378016,13
DK,rail_investment_per_network_km,rail_network_length_km,delta,0.12177035990888234,0.6355237436819552,-0.09257954357499328,0.7191547121667192,18
BG,rail_investment_per_network_km,population_density,delta,0.12159067137870955,0.6991891041131619,0.366485090394307,0.22419723012301915,13
HU,rail_investment_per_network_km,rail_network_length_km,delta,0.1211522565592403,0.5347265668241661,0.18903293787076839,0.3292546909367028,29
SK,rail_investment_per_network_km,co2_per_capita,delta,0.12101150424812168,0.5773393562767323,0.13552523851975826,0.5320370554942306,24
NL,rail_investment_per_network_km,urban_population_pct,delta,-0.12061904857210887,0.7317253764579073,-0.11776008967120313,0.7379054135577858,11
TR,rail_investment_per_network_km,urban_population_pct,delta,0.12045937735041373,0.5977545935482236,-0.2635105679126203,0.23944807289983056,22
AT,rail_investment_per_network_km,suicide_rate,delta,0.12009400591064126,0.7328593598984174,0.11373825720465446,0.7466206813770446,11
SK,rail_investment_per_network_km,gov_revenue_pct_gdp,delta,-0.12009280622497652,0.5802612188477121,0.15107962559018978,0.48538066925802986,24
NO,rail_investment_per_network_km,passenger_modal_split_rail_pct,delta,-0.11986818429103221,0.6093408553407289,0.0979838503555023,0.6766430242078098,21
SI,rail_investment_per_network_km,health_spend_pct_gdp,delta,0.1194906840224847,0.5821796267654935,-0.0404870340481996,0.8527299267817823,24
LV,rail_investment_per_network_km,homicide_rate,delta,0.11948230453737001,0.6419499879471889,0.3313015111107555,0.18239151910076518,18
FR,rail_investment_per_network_km,rail_accidents,delta,-0.11904827616703448,0.7516435951637424,0.07062618556821582,0.8515266050750913,10
PT,rail_investment_per_network_km,rail_freight_tonnes,delta,0.11901298320807413,0.6787010818967713,0.3133064160174242,0.2614002055324188,15
LV,rail_investment_per_network_km,co2_per_capita,delta,-0.11898193408033651,0.54214093472535,-0.07583586939123592,0.6984360928366468,29
